ID,EDUCATION,MARITAL_STATUS,AGE,TOTAL_CHILDREN,INCOME,TOTAL_SPENDING,COUNTRY,DATE_ENROLLED,RECENCY,AMOUNT_WINES,AMOUNT_FRUITS,AMOUNT_MEAT,AMOUNT_FISH,AMOUNT_SWEET,AMOUNT_GOLD,DISC_PURCHASE,WEB_PURCHASE,CATALOG_PURCHASE,STORE_PURCHASE,WEBVISIT,CMP1,CMP2,CMP3,CMP4,CMP5,RESPONSE,COMPLAIN
89,Master's Degree,Married,49,1,22212.0,69,South Africa,2013-12-09,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0
5294,Bachelor's Degree,Single,35,1,18358.0,57,Spain,2013-11-20,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0
1321,Bachelor's Degree,Married,50,1,26067.0,56,Canada,2013-11-04,49,22,2,18,0,2,12,3,3,0,3,8,0,0,0,0,0,0,0
2686,Basic Education,Together,55,0,22390.0,26,Australia,2013-10-21,49,0,1,4,15,1,5,1,1,0,2,7,0,0,0,0,0,0,0
1215,Bachelor's Degree,Together,46,0,70440.0,1572,Spain,2013-10-08,49,690,117,499,76,102,88,1,5,10,7,3,1,0,0,0,0,0,0
9283,Bachelor's Degree,Single,46,3,60199.0,18,Canada,2013-09-12,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0
3120,Bachelor's Degree,Together,43,1,38547.0,22,Canada,2013-08-28,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,0,1
5868,Bachelor's Degree,Married,44,1,19107.0,46,Canada,2013-08-22,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0
8143,Doctorate Degree,Single,39,0,37929.0,265,Spain,2013-07-30,49,202,2,46,3,2,10,2,4,2,5,7,1,0,0,1,0,1,0
3479,Bachelor's Degree,Single,74,0,16813.0,50,Canada,2013-07-19,49,4,8,11,12,2,13,1,2,0,3,7,0,0,1,0,0,0,0
7214,Bachelor's Degree,Married,67,0,62187.0,1283,Spain,2013-07-05,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0
5543,Bachelor's Degree,Together,58,1,57811.0,802,Spain,2013-06-24,49,545,7,114,37,21,78,5,7,2,11,5,0,0,0,1,0,0,0
9347,Master's Degree,Together,68,1,50943.0,46,Spain,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0
10160,Master's Degree,Together,68,1,50943.0,46,Spain,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0
1406,Bachelor's Degree,Single,49,2,53201.0,415,Spain,2013-02-12,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0
7019,Bachelor's Degree,Together,61,2,54414.0,211,South Africa,2013-01-23,49,109,18,16,24,26,18,4,3,1,5,4,0,0,0,0,0,0,0
2157,Bachelor's Degree,Together,52,2,26290.0,77,Canada,2013-01-12,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0
8939,Bachelor's Degree,Divorced,65,1,61250.0,730,Spain,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0
10250,Basic Education,Together,77,0,28389.0,28,Spain,2012-11-20,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0
1272,Master's Degree,Single,59,1,55250.0,903,Australia,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0
3007,Bachelor's Degree,Together,58,2,37758.0,40,India,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0
5513,Bachelor's Degree,Together,58,2,37758.0,40,Spain,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0
679,Doctorate Degree,Married,67,2,37633.0,38,Spain,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0
8876,Doctorate Degree,Together,61,2,33629.0,152,Spain,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0
10827,Doctorate Degree,Married,57,2,36947.0,146,Australia,2012-08-07,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0
7300,Bachelor's Degree,Divorced,72,1,69142.0,535,India,2014-06-29,50,448,4,34,6,4,39,3,8,1,7,5,0,0,0,1,0,0,0
4268,Bachelor's Degree,Married,65,1,53154.0,158,United States,2014-06-09,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,0
4603,Doctorate Degree,Married,64,1,65695.0,656,Spain,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0
8659,Doctorate Degree,Together,72,1,69805.0,1038,Germany,2014-01-21,50,750,71,174,13,10,20,2,6,8,11,2,0,0,0,0,0,0,0
10708,Master's Degree,Single,46,1,36975.0,33,Spain,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0
1176,Bachelor's Degree,Married,51,1,26228.0,25,Spain,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0
10380,Master's Degree,Married,52,1,37787.0,106,India,2013-09-20,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,0,0
7037,Doctorate Degree,Married,50,1,37087.0,401,South Africa,2013-08-11,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0
11096,Master's Degree,Together,72,1,57247.0,232,Spain,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0
6374,Doctorate Degree,Married,70,1,36930.0,297,Spain,2013-05-17,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,0
5552,Master's Degree,Divorced,61,2,48721.0,293,South Africa,2013-05-13,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0
2245,Master's Degree,Married,55,2,43641.0,139,Spain,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0
6200,Bachelor's Degree,Married,73,1,75903.0,901,Spain,2013-04-08,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0
9904,Bachelor's Degree,Married,68,1,71391.0,1043,Canada,2013-03-29,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0
10031,Doctorate Degree,Married,48,2,16927.0,53,South Africa,2013-02-10,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0
6642,Bachelor's Degree,Divorced,63,3,27215.0,102,South Africa,2013-01-23,50,30,5,22,8,9,28,4,2,1,4,6,0,0,0,0,0,0,0
10882,Bachelor's Degree,Married,48,1,53858.0,915,Spain,2012-11-09,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0
5636,Bachelor's Degree,Single,61,0,30983.0,167,India,2012-11-09,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,1,0
8692,Bachelor's Degree,Together,72,2,43462.0,240,Spain,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0
8091,Bachelor's Degree,Married,68,1,63943.0,1106,India,2012-09-02,50,423,184,368,13,97,21,1,6,4,6,5,0,0,0,0,0,0,0
8080,Bachelor's Degree,Single,38,0,26816.0,22,India,2012-08-17,50,5,1,6,3,4,3,1,0,0,3,4,0,0,0,0,0,0,0
8370,Master's Degree,Together,48,1,75484.0,1159,Canada,2012-08-02,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0
4550,Master's Degree,Together,58,1,33564.0,71,Spain,2014-06-24,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,0
3381,Master's Degree,Married,71,2,54348.0,90,Canada,2014-06-08,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0
10556,Bachelor's Degree,Married,65,1,54984.0,358,Spain,2014-05-24,51,173,13,131,32,3,6,4,6,1,6,7,1,0,0,0,0,0,0
9467,Bachelor's Degree,Single,40,1,34738.0,20,Spain,2014-05-11,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0
2891,Bachelor's Degree,Divorced,61,1,68118.0,928,United States,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0
5011,Bachelor's Degree,Divorced,61,1,68118.0,928,Spain,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0
8140,Bachelor's Degree,Together,51,1,22682.0,95,Australia,2013-10-03,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0
11039,Bachelor's Degree,Married,49,1,51948.0,311,Spain,2013-09-17,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0
78,Bachelor's Degree,Married,55,1,25293.0,37,Spain,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0
5517,Bachelor's Degree,Married,55,1,25293.0,37,Australia,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0
5290,Doctorate Degree,Married,60,2,41551.0,279,Canada,2013-08-14,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0
4128,Doctorate Degree,Together,62,1,56067.0,725,South Africa,2013-07-20,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0
8534,Bachelor's Degree,Married,72,2,67433.0,992,Spain,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4,0,0,0,1,0,0,0
9592,Bachelor's Degree,Together,41,1,22010.0,33,Spain,2013-06-30,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0
8957,Master's Degree,Single,72,2,64831.0,1120,South Africa,2013-06-10,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0
9308,Bachelor's Degree,Married,70,0,62820.0,976,South Africa,2013-05-11,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0
544,Bachelor's Degree,Married,70,0,62820.0,976,Spain,2013-05-11,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0
5989,Master's Degree,Divorced,65,1,78353.0,1576,Canada,2013-04-16,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0
635,Master's Degree,Married,58,2,57183.0,610,Spain,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0
6673,Bachelor's Degree,Single,59,0,23478.0,129,United States,2013-03-19,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0
1710,Bachelor's Degree,Single,46,1,30168.0,279,Spain,2013-03-07,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0
523,Bachelor's Degree,Married,35,1,37155.0,74,Spain,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0
8977,Basic Education,Single,39,0,16581.0,24,Spain,2013-01-12,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0
9736,Bachelor's Degree,Married,44,2,41850.0,96,United States,2012-12-24,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,0
1544,Master's Degree,Divorced,57,0,81380.0,1893,Canada,2012-12-22,51,741,68,689,224,68,103,1,4,2,10,2,0,0,0,0,0,0,0
6575,Bachelor's Degree,Together,43,2,56386.0,612,South Africa,2012-10-27,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,0
6147,Bachelor's Degree,Divorced,53,1,25818.0,28,Germany,2012-10-18,51,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,0
6354,Bachelor's Degree,Together,40,1,15345.0,47,Spain,2012-08-31,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,1,0
4769,Master's Degree,Together,47,2,57954.0,493,Spain,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,0,0,1,0,0,0
7540,Bachelor's Degree,Married,72,1,50300.0,270,Spain,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0
5247,Doctorate Degree,Married,69,2,38725.0,45,Spain,2014-05-10,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0
5987,Master's Degree,Together,35,1,10404.0,43,Spain,2014-05-04,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0
9960,Basic Education,Single,33,1,26868.0,14,South Africa,2014-04-30,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0
10972,Bachelor's Degree,Widowed,75,0,72298.0,939,Spain,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,0,0,1,1,0,0
1399,Bachelor's Degree,Married,66,0,72905.0,1515,Spain,2014-01-21,52,407,114,445,181,165,203,1,3,7,9,1,1,0,0,0,0,0,0
2698,Bachelor's Degree,Single,48,1,47025.0,415,United States,2013-11-07,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0
6340,Bachelor's Degree,Single,39,1,29938.0,26,South Africa,2013-10-27,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0
4107,Doctorate Degree,Together,76,2,46681.0,425,Spain,2013-10-08,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0
10906,Doctorate Degree,Together,76,2,46681.0,425,South Africa,2013-10-08,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0
2557,Master's Degree,Single,54,1,29548.0,29,Spain,2013-08-29,52,7,1,6,3,1,11,1,1,1,2,4,0,0,1,0,0,0,0
8786,Master's Degree,Married,68,1,62058.0,450,Germany,2013-05-26,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0
6119,Doctorate Degree,Single,61,2,36736.0,17,Spain,2013-05-10,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0
2980,Master's Degree,Single,72,2,8820.0,35,Canada,2013-03-22,52,12,0,13,4,2,4,4,3,0,3,8,0,0,0,0,0,0,0
3850,Basic Education,Together,61,1,14918.0,43,India,2012-12-07,52,3,3,3,15,4,15,1,1,0,3,6,0,0,0,0,0,0,0
1077,Bachelor's Degree,Together,50,0,56715.0,1020,Spain,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0
9733,Basic Education,Together,46,1,24882.0,80,India,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,0,0,1,0,0,0,0
8462,Basic Education,Together,46,1,24882.0,80,Spain,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,0,0,1,0,0,0,0
4764,Master's Degree,Together,72,2,40442.0,169,South Africa,2012-08-19,52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,1,0
2223,Master's Degree,Divorced,59,1,64176.0,1826,Spain,2012-08-03,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0
7788,Doctorate Degree,Married,41,1,23536.0,10,Spain,2014-06-04,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0
5827,Bachelor's Degree,Divorced,66,2,35246.0,62,South Africa,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0
2958,Bachelor's Degree,Married,46,2,28442.0,57,Spain,2014-02-24,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0
4954,Bachelor's Degree,Married,68,2,48195.0,265,Spain,2014-01-21,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0
3139,Master's Degree,Single,42,0,74116.0,2052,South Africa,2013-12-30,53,871,111,704,145,55,166,1,4,4,10,2,0,0,0,1,0,0,0
9952,Master's Degree,Together,77,0,78093.0,1105,South Africa,2013-12-11,53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0,0
8180,Master's Degree,Divorced,72,2,59354.0,310,United States,2013-11-15,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,0
3276,Master's Degree,Together,48,1,36301.0,78,South Africa,2013-10-25,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0
4994,Master's Degree,Single,81,0,77598.0,1735,Spain,2013-10-01,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,0,0,1,0,0
3598,Bachelor's Degree,Married,52,1,62710.0,606,Spain,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0
945,Bachelor's Degree,Together,59,1,36317.0,133,Spain,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0
5048,Doctorate Degree,Single,53,2,42767.0,131,South Africa,2013-05-11,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0
6214,Master's Degree,Married,42,1,43815.0,79,Spain,2013-04-05,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0
6230,Bachelor's Degree,Divorced,53,2,44421.0,189,Spain,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0
2968,Doctorate Degree,Divorced,81,0,48948.0,902,Australia,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,0,0,1,0,0,1,0
8800,Doctorate Degree,Divorced,81,0,48948.0,902,South Africa,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,0,0,1,0,0,1,0
1907,Master's Degree,Divorced,74,1,63120.0,1477,Spain,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,1,0
10478,Doctorate Degree,Married,74,2,55517.0,633,South Africa,2012-09-27,53,483,0,108,0,6,36,5,11,1,6,9,0,0,0,0,0,1,0
4188,Bachelor's Degree,Single,67,1,36864.0,354,Australia,2012-08-13,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,1,0
2225,Bachelor's Degree,Divorced,47,0,82582.0,1617,Australia,2014-06-07,54,510,120,550,156,40,241,1,4,9,7,1,1,0,1,0,0,1,0
4790,Bachelor's Degree,Divorced,66,1,79803.0,868,Spain,2014-06-02,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0
1131,Doctorate Degree,Single,57,1,52569.0,95,South Africa,2014-04-05,54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,0,0
202,Doctorate Degree,Widowed,76,0,82032.0,1234,India,2014-04-05,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0
9589,Doctorate Degree,Widowed,76,0,82032.0,1234,India,2014-04-05,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0
3900,Bachelor's Degree,Married,52,1,65685.0,769,Canada,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0
9958,Bachelor's Degree,Married,52,1,65685.0,769,Australia,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0
8955,Doctorate Degree,Together,67,2,40451.0,49,Spain,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,0,0,1,0,0,0,0
10033,Master's Degree,Divorced,51,1,31163.0,38,Germany,2014-02-13,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0
5751,Master's Degree,Divorced,51,1,31163.0,38,Canada,2014-02-13,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0
3308,Bachelor's Degree,Married,72,2,35704.0,94,South Africa,2014-01-03,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0
7297,Bachelor's Degree,Single,51,1,7500.0,57,South Africa,2013-12-26,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0
8008,Bachelor's Degree,Together,41,1,36075.0,119,Spain,2013-12-09,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0
1232,Doctorate Degree,Together,42,0,70038.0,1244,Germany,2013-10-25,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0
2345,Doctorate Degree,Together,42,0,70038.0,1244,Australia,2013-10-25,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0
1628,Bachelor's Degree,Together,53,0,71796.0,960,South Africa,2013-10-24,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0
5081,Master's Degree,Together,57,2,47821.0,47,Spain,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0
839,Doctorate Degree,Married,49,1,45503.0,170,Spain,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0
3706,Bachelor's Degree,Single,46,1,28647.0,94,Spain,2013-08-21,54,19,8,29,0,12,26,1,2,2,2,7,0,0,1,0,0,1,0
5154,Master's Degree,Divorced,52,1,37760.0,54,Spain,2013-08-11,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0
8584,Doctorate Degree,Together,72,0,85431.0,1165,Spain,2013-06-08,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0
6583,Master's Degree,Married,69,0,72635.0,981,Spain,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,1,0,0,0,0,0,0
3433,Master's Degree,Married,69,0,72635.0,981,Spain,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,1,0,0,0,0,0,0
10486,Bachelor's Degree,Married,76,0,77142.0,990,Spain,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0
8687,Bachelor's Degree,Together,46,1,53172.0,486,India,2013-05-06,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0
7842,Bachelor's Degree,Single,56,2,36065.0,74,Spain,2013-03-31,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0
3749,Bachelor's Degree,Together,51,0,73926.0,1580,Canada,2013-03-02,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0
1331,Bachelor's Degree,Single,47,1,35790.0,72,Australia,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0
5995,Bachelor's Degree,Divorced,62,2,39552.0,384,Spain,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,1,0
8985,Master's Degree,Together,60,1,68316.0,1211,Spain,2012-11-04,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0
2798,Doctorate Degree,Together,47,0,102160.0,1240,South Africa,2012-11-02,54,763,29,138,76,176,58,0,7,9,10,4,1,0,0,1,1,1,0
7108,Master's Degree,Widowed,59,2,51390.0,353,South Africa,2012-09-08,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0
2781,Bachelor's Degree,Single,43,0,72066.0,1792,South Africa,2014-06-23,55,1003,34,536,134,51,34,1,4,6,6,2,1,0,0,0,1,1,0
3623,Bachelor's Degree,Together,48,1,21675.0,45,India,2014-06-11,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0
194,Bachelor's Degree,Married,59,2,48006.0,41,Spain,2014-06-09,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0
10833,Bachelor's Degree,Married,49,1,65106.0,973,Spain,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,0,0,1,0,0,0
2315,Bachelor's Degree,Divorced,64,1,58401.0,96,Spain,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0
6336,Bachelor's Degree,Married,64,2,29315.0,48,South Africa,2014-04-06,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0
10738,Master's Degree,Single,73,2,49389.0,65,Australia,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0
8286,Doctorate Degree,Together,59,1,51717.0,122,South Africa,2013-08-20,55,98,1,17,0,1,5,1,3,0,4,7,0,0,0,1,0,0,0
2166,Master's Degree,Widowed,64,2,46779.0,23,South Africa,2013-07-12,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0
10691,Master's Degree,Married,64,2,28520.0,43,Spain,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0
9739,Bachelor's Degree,Single,61,1,34377.0,114,Spain,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0
1829,Doctorate Degree,Divorced,63,1,54959.0,1232,Spain,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,0,0,1,0,1,0
6260,Master's Degree,Together,69,0,82384.0,1957,Australia,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,0,0,0,1,1,0
10448,Bachelor's Degree,Single,68,1,46998.0,377,Spain,2012-10-22,55,172,41,86,45,6,27,5,5,3,5,7,0,0,1,0,0,0,0
1343,Bachelor's Degree,Together,56,2,58554.0,586,United States,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0
4749,Bachelor's Degree,Together,56,2,58554.0,586,India,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0
531,Doctorate Degree,Divorced,70,1,57333.0,1662,Spain,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,1,0
6905,Bachelor's Degree,Together,30,0,80685.0,1004,Spain,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0
1045,Bachelor's Degree,Together,59,1,52117.0,279,Spain,2012-08-16,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0
4012,Doctorate Degree,Together,52,1,62220.0,1226,Germany,2012-08-11,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,1,0
5529,Doctorate Degree,Together,78,3,64014.0,444,Canada,2014-06-10,56,406,0,30,0,0,8,7,8,2,5,7,1,0,0,0,0,0,0
4001,Doctorate Degree,Together,78,3,64014.0,444,South Africa,2014-06-10,56,406,0,30,0,0,8,7,8,2,5,7,1,0,0,0,0,0,0
10420,Master's Degree,Divorced,69,1,46390.0,222,United States,2014-05-05,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0
7723,Bachelor's Degree,Together,45,0,75507.0,1440,Germany,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0
2963,Bachelor's Degree,Together,45,0,75507.0,1440,Australia,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0
10634,Master's Degree,Married,73,0,59412.0,406,Spain,2014-04-19,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0
5180,Doctorate Degree,Divorced,56,1,50616.0,149,Spain,2014-04-18,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0
6866,Master's Degree,Together,55,2,35924.0,34,South Africa,2014-03-23,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0
1328,Master's Degree,Married,42,1,57937.0,683,South Africa,2014-02-16,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0
1139,Doctorate Degree,Married,40,0,73356.0,1512,Spain,2014-02-06,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,0,1,1,0
4961,Master's Degree,Together,50,1,21255.0,61,Spain,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0
5177,Master's Degree,Married,50,1,58494.0,396,South Africa,2013-12-12,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0
2075,Bachelor's Degree,Married,55,0,72460.0,1047,South Africa,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0
3428,Doctorate Degree,Together,33,0,68682.0,1598,Spain,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0
4500,Doctorate Degree,Together,33,0,68682.0,1598,Spain,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0
